simple_name,country,type,average_volume,high_52_weeks,dividend_yield,low_52_weeks,market_cap,pb_ratio,shares_outstanding,sector,industry,num_employees,year_founded
MTN Group,ZA,0,39895.6,8.06,5.25767,4.69,8827554573,1.5128,1798004376,Communications,Wireless Telecommunications,18835,1994
Grupo Aval,CO,0,224944.6,8.9226,4.40116,6.78,2874944800,16.2116,3558100231,Finance,Major Banks,91191,1994
HDFC Bank,IN,0,2414008.9,65.89,0.57836,49.775,98075529600,4.3233,1823600000,Finance,Regional Banks,98061,1994
ICICI Bank,IN,0,7955984.6,15.42,0.20004,9.83,44484135527,2.66561,3235770000,Finance,Regional Banks,86763,1994
Centrica,GB,0,85400.8,6.68,12.8227,3.17,5361286687,2.0313,1454992500,Utilities,Gas Distributors,31074,1995
Silicon Motion,HK,0,380080.5,53.04,3.43085,30.86,1359321899,2.35535,36521276,Electronic Technology,Semiconductors,1307,1995
Deutsche Telekom,DE,0,196045,18.06,2.74165,15.93,77177184568,2.21348,4742460000,Communications,Major Telecommunications,210533,1995
China Southern Airlines,CN,0,61943.9,52.3403,1.15448,25.69,19505514000,7.15669,733289839,Transportation,Airlines,100831,1995
BYD Company,CN,0,230000.8,14.97,0.37661,9.27,22556956340,2.31959,457500000,Consumer Durables,Motor Vehicles,220152,1995
Imperial Brands,GB,0,550732.5,35.58,13.3043,19.64,18795155799,3.1624,946408000,Consumer Non-Durables,Tobacco,32300,1996
Chunghwa Telecom,TW,0,93470,37.57,3.04447,33.61,27669026113,23.8461,7757450000,Communications,Major Telecommunications,22134,1996
Guangshen Railway,CN,0,47243.9,22.31,2.90332,12.51,2453560725,4.41421,286260000,Transportation,Railroads,42738,1996
Infosys,IN,0,16108195.9,12.08,2.34993,8.76,43157548136,5.14305,4258660000,Technology Services,Information Technology Services,228123,1996
Novartis,CH,0,3749841.4,99.8429,2.27653,74.97,2.12E+11,3.74545,2265003668,Health Technology,Pharmaceuticals: Major,125161,1996
Mix Telematics,ZA,0,164911.2,20.065,1.52248,11.96,305595226,2.35335,21878025.4,Technology Services,Information Technology Services,1078,1996
Xinyuan Real Estate,CN,0,169136.8,5.06,12.4601,2.85,173119156,0.2935,59902818,Finance,Real Estate Development,5710,1997
ChipMOS Technologies,TW,0,15353.9,24.83,7.84603,13.9212,707317602,1.18261,36362000,Electronic Technology,Semiconductors,6001,1997
Erste Group Bank,AT,0,64859.8,21.08,4.4989,15.39,14649692226,0.910726,816444274,Finance,Major Banks,47397,1997
China Mobile,HK,0,1606065,55.8414,4.22801,37.44,1.61E+11,1.03324,4095100000,Communications,Wireless Telecommunications,459152,1997
NetEase,CN,0,995064.8,361,2.21893,209.01,41274246100,4.51166,129196021,Technology Services,Internet Software Or Services,22726,1997
Acorn International,CN,0,24659.6,33.635,13.5308,9.92,31591000,0.4333,2580960,Retail Trade,Catalog Or Specialty Distribution,142,1998
Daimler,DE,0,380396.8,16.7,7.4753,9.97,44115615217,0.660951,4279360000,Consumer Durables,Motor Vehicles,298683,1998
ProSiebenSat.1 Media,DE,0,16697.9,4.665,7.06876,2.85,2646656200,2.5585,904321948,Consumer Services,Broadcasting,6583,1998
Telefonica Brasil,BR,0,2184901.1,14.68,6.35892,10.91,19401397004,1.18689,1119339017,Communications,Major Telecommunications,32793,1998
TIM Brasil,BR,0,1465439.9,20.32,2.03689,12.79,8655646883,1.60974,484163894.6,Communications,Wireless Telecommunications,9700,1998
Airbus,NL,0,761384,38.45,1.16283,28.93,92995886142,18.0738,3129241560,Electronic Technology,Aerospace & Defense,133671,1998
Tencent,CN,0,5962472.8,54.25,0.23009,40.04,4.76E+11,8.4052,9477421967,Communications,Specialty Telecommunications,54309,1998
CNOOC,HK,0,203889.2,193.66,5.8234,134.89,61187193106,1.02045,446475000,Energy Minerals,Oil & Gas Production,18312,1999
GlaxoSmithKline,GB,0,6534565.7,48.25,4.71934,38.4299,1.00E+11,6.63747,2490205000,Health Technology,Pharmaceuticals: Major,95490,1999
PetroChina,CN,0,148622.9,68.8,4.21482,38.1,1.26E+11,0.427698,210989000,Energy Minerals,Integrated Oil,476223,1999
Galp Energia,US,0,166112.5,8.825,3.40853,6.71,11267713973,2.41676,1542342000,Energy Minerals,Integrated Oil,6360,1999
RWE,DE,0,73849.6,38.08,1.54782,23.76,21041325126,2.55742,614746000,Utilities,Electric Utilities,17748,1999
Infineon Technologies,DE,0,337968.7,24.9,0.96662,15.43,26193116800,2.74045,1244684071,Electronic Technology,Semiconductors,41418,1999
China Petroleum & ChemicalSinopec,CN,0,260300.3,86.54,9.46814,50.2318,13200633200,0.627096,255134386,Energy Minerals,Integrated Oil,423543,2000
National Grid,GB,0,853283.3,69.08,4.73181,48.835,44040382437,1.9054,701654000,Utilities,Electric Utilities,22576,2000
America Movil,MX,0,6230.1,17.94,2.26636,12.885,51760418342,5.58527,26373050,Communications,Wireless Telecommunications,189448,2000
America Movil,MX,0,4306226.6,18.035,2.21914,12.93,37553846400,5.70374,2243730632,Communications,Wireless Telecommunications,189448,2000
China Unicom,HK,0,588091.3,13.66,2.20859,7.81,24146958849,0.542051,3059810000,Communications,Major Telecommunications,260964,2000
Novozymes,DK,0,20832.3,55.51,0.98172,39.96,14675862660,8.7502,227592683,Health Technology,Biotechnology,6125,2000
William Hill,GB,0,150426.1,10.76,6.28751,6.64,1662062669,3.9119,218411403.3,Consumer Services,Casinos/Gaming,15929,2001
Marks and Spencer,GB,0,173807.5,7.62,6.11099,3.93,3945445430,1.0598,974173539,Retail Trade,Department Stores,78743,2001
Shinhan Financial Group,KR,0,198560.4,40.59,3.89111,26.29,12830440510,0.197,234275469,Finance,Financial Conglomerates,166,2001
Himax,TW,0,2200358.9,5.1,2.82132,1.7,733339844,1.6447,172145500,Electronic Technology,Semiconductors,2160,2001
Hypera,BR,0,23244,9.53,1.99936,6.18,4806615144,2.76691,630453043,Consumer Non-Durables,Household/Personal Care,7089,2001
Sumitomo Mitsui Financial,JP,0,5724547.1,7.56,4.44801,6.14,44352942055,0.42857,6847326840,Finance,Major Banks,86659,2002
China Telecom Corporation,CN,0,124732.8,57.09,3.73739,36.92,30428631853,0.618912,138774000,Communications,Major Telecommunications,280747,2002
Weichai Power,CN,0,137527.5,18.04,2.30169,10.82,16106357775,2.66981,242880000,Producer Manufacturing,Auto Parts: OEM,42103,2002
Fujitsu,JP,0,37330.8,23.33,0.96987,12.86,20891447200,1.92032,1013412275,Technology Services,Information Technology Services,132138,2002
Mechel (Preferred),RU,0,28491,2,15.5552,0.6458,591021600,-0.1917,832541490,Non Energy Minerals,Steel,59382,2003
China Shenhua Energy,CN,0,76078.3,10.19,5.85377,6.69,43643855792,0.736965,849645000,Energy Minerals,Coal,86856,2004
Melco Resorts & Entertainment,HK,0,4308122.5,26.97,3.74831,16.485,8830033203,3.5856,509229109.7,Consumer Services,Casinos/Gaming,21413,2004
InterContinental Hotels,GB,0,509028.9,71.02,2.21301,53.46,10002628942,-6.8282,181307666,Consumer Services,Hotels/Resorts/Cruise lines,12812,2004
AmBev,BR,0,48597154,5.45,3.10302,3.1,50705658277,3.41797,15730234370,Consumer Non-Durables,Beverages: Alcoholic,50000,2005
Seven & I Holdings Co.,JP,0,106176.4,21.3899,1.77788,16.35,30373981967,1.29054,1765688218,Retail Trade,Food Retail,58165,2005
Shenzhou International,HK,0,11550.3,15.27,1.46242,11.73,18469476051,5.9087,1503220000,Consumer Non-Durables,Apparel/Footwear,82700,2005
London Stock Exchange Group,GB,0,114258.3,28.06,0.69583,15.01,33843990571,7.69881,1396661312,Finance,Investment Banks/Brokers,4587,2005
Credit Suisse,CH,0,6034107.6,14.12,2.36764,10.84,28545367703,0.614584,2436210000,Finance,Major Banks,45680,2006
Symrise,DE,0,67769.1,27.01,0.65788,21.76,13721463600,5.3062,541706440,Process Industries,Chemicals Specialty,9647,2006
Porsche,DE,0,273018.9,7.77,2.58133,5.88,18932608945,0.497744,1531250000,Consumer Durables,Motor Vehicles,935,2007
Rightmove,GB,0,58308.2,18.58,0.96438,12.17,6929650854,127.5066,436989966.5,Technology Services,Internet Software/Services,693,2007
United Utilities,GB,0,7833.5,27.49,3.99591,18.26,8223756623,33.1698,340944000,Utilities,Water Utilities,5435,2008
MS&AD Insurance,JP,0,32400.4,17.43,3.1089,14.4,19157605951,0.655765,1143827554,Finance,Specialty Insurance,41467,2008
Anheuser Busch InBev,BE,0,3592586.2,102.7,2.54342,55.4,1.13E+11,1.63484,1633377393,Consumer Non-Durables,Beverages: Alcoholic,172603,2008
Autohome,CN,0,1156709.8,117.99,0.92478,65.46,9194962891,5.07934,118385000,Technology Services,Internet Software/Services,4335,2008
Sands China,US,0,65950.6,58.46,5.29821,41.8,37623620670,10.8232,808731000,Consumer Services,Casinos/Gaming,28304,2009
China Merchants Bank,CN,0,20336.8,27.49,2.35519,22.17,1.23E+11,1.53222,918180000,Finance,Regional Banks,74590,2009
Industrial and Commercial Bank of China,CN,0,87685.3,15.63,4.36827,12.1,2.64E+11,7.298,43397050000,Finance,Major Banks,449296,2011
Momo,CN,0,5081771.8,41.5,2.11119,25.69,5859479492,3.37021,167167037,Technology Services,Information Technology Services,2147,2011
Subsea 7,GB,0,28487.4,13.85,2.02616,8.55,2614286661,0.486152,298787140,Industrial Services,Oilfield Services/Equipment,11000,2011
Mitsubishi UFJ,JP,0,1644140.7,5.54,3.66033,4.49,66975048840,0.406403,12754850930,Finance,Major Banks,119390,2012
Yiren Digital,CN,0,272964.1,17.44,1.68831,4,392067017,0.646635,94246886,Technology Services,Internet Software/Services,956,2012
Hexindai,CN,0,59622.9,3.86,16.4502,0.399861,22339926,0.198522,48681467,Finance,Finance/Rental/Leasing,552,2014
East Japan Railway,JP,0,444200.5,16.7,1.33773,12.08,27583040100,0.955161,2219067247,Transportation,Railroads,72402,2014
SAP,DE,0,899082.1,140.67,0.97241,106.11,1.51E+11,4.59319,1193600000,Technology Services,Packaged Software,96498,2014
Covestro,DE,0,75289.6,31.43,5.16698,18.58,6933054519,1.1795,365409204,Process Industries,Chemicals: Specialty,17751,2015
LafargeHolcim,CH,0,77546.5,11.2,3.54199,9.02,28450010729,1.01991,3025960765,Non-Energy Minerals,Construction Materials,77055,2015
South32,AU,0,176119.6,13.9,2.34559,6.91,7013205619,0.7256,980425365.8,Non-Energy Minerals,Other Metals/Minerals,25784,2015
X Financial,CN,0,42633.3,7.2999,1.46667,1.1,263107300,0.3801,106507149,Finance,Finance/Rental/Leasing,744,2015
Cango,CN,0,21806.1,9.82,3.25622,4.52,1059834595,1.40202,111742086,Technology Services,Packaged Software,3327,2016
Flutter Entmt,IE,0,46783.9,63.61,1.68768,35.16,8272015239,1.6173,156498304,Consumer Services,Casinos/Gaming,7901,2016
Greentree Hospitality Group,CN,0,170663.1,15.99,2.01049,9.38,1168865967,4.35345,66789300,Consumer Services,Hotels/Resorts/Cruise lines,2394,2017
Kookmin Bank,KR,0,246865.7,42.9,4.2462,30.83,13318178674,0.399703,387330798,Finance,Regional Banks,185,2018
ASE Technology,TW,0,840662.6,5.7,2.25587,3.56,10195700999,1.51776,2128469500,Electronic Technology,Semiconductors,93891,2018
Woori Financial Group,CA,0,82938.2,40.2,3.72597,22.61,5715102923,0.350459,240756000,Finance,Major Banks,15536,2019
Molson Coors Beverage,US,1,2424155.5,64.32,4.4289,47.62,10753501678,0.829778,216331000,Consumer Non-Durables,Beverages: Alcoholic,17700,1786
Molson Coors Beverage,US,1,204.2,80,3.73832,54.0001,10753501678,0.983065,216331000,Consumer Non-Durables,Beverages: Alcoholic,17700,1786
CIGNA Corporation,US,1,3209734.3,224.64,0.02058,141.95,68061546875,1.59684,372043000,Health Services,Managed Health Care,73700,1792
Colgate,US,1,6400350.9,77.41,2.37438,64.75,57774378906,529.184,855030000,Consumer Non-Durables,Household/Personal Care,34300,1806
John Wiley & Sons,US,1,1071.7,52.78,3.58839,36.4328,2081576111,1.80522,56157000,Consumer Services,Publishing: Books/Magazines,5700,1807
John Wiley & Sons,US,1,329060.4,52.97,3.57331,36.38,2081576111,1.81284,56157000,Consumer Services,Publishing: Books/Magazines,5700,1807
Hartford Financial,US,1,3151453.6,62.75,2.44729,47.5,17894687500,1.19857,358252000,Finance,Multi-Line Insurance,19500,1810
Citigroup,US,1,25866081,83.11,3.0182,60.05,1.34E+11,0.815314,2106490000,Finance,Financial Conglomerates,200000,1812
York Water,US,1,48366.3,49.85,1.57793,32.2945,549304810,4.50008,12989000,Utilities,Water Utilities,109,1816
Bank of Montreal,CA,1,756092.7,79.93,4.61718,66.42,43434537414,1.24827,639232000,Finance,Major Banks,45513,1817
Bunge,US,1,1412566.4,59.65,4.07914,45.645,6888430200,1.33125,141813142,Process Industries,Agricultural Commodities Or Milling,24000,1818
Libbey,US,1,183004.7,3.855,3.02835,1.23,32199841,-1.1533,22361000,Consumer Durables,Home Furnishings,5872,1818
CSX,US,1,7337199.2,80.73,1.46996,63.97,54516039063,4.61876,773826000,Transportation,Railroads,21000,1827
Citizens Bank,US,1,7168636.4,41.29,4.29172,30.47,13545396484,0.69951,427434000,Finance,Regional Banks,18000,1828
Bank Of Nova Scotia,CA,1,1452492.7,58.22,5.11788,50.36,63431831015,1.3377,1212590000,Finance,Major Banks,101813,1832
WSFS,US,1,251410.6,46.05,1.31796,33.68,1776998779,1.01545,51567000,Finance,Savings Banks,1177,1832
International Flavors & Fragrances,US,1,1721646.7,152.95,2.44778,104.86,12790227539,2.16097,106781000,Consumer Non-Durables,Household/Personal Care,13000,1833
McKesson,US,1,7857883.3,172.18,1.09035,110.52,24766548828,4.31205,177081000,Distribution Services,Medical Distributors,80000,1833
Hingham Institution for Savings,US,1,2845,216.82,0.88649,163,385313751,1.59821,2106000,Finance,Savings Banks,96,1834
Procter & Gamble,US,1,11065122.4,128.09,2.49548,97.75,2.92E+11,6.539,2469452884,Consumer Non Durables,Household Or Personal Care,97000,1837
Deere,US,1,2857179.5,181.99,1.85456,132.68,49261156250,4.31063,314808000,Producer Manufacturing,Trucks/Construction/Farm Machinery,73500,1837
Tiffany,US,1,3517554.4,134.42,1.73562,78.6,16182024414,5.12062,121132000,Retail Trade,Specialty Stores,14200,1837
United Bankshares,US,1,721080.3,40.7,4.57218,28.19,2932879395,0.9027,101554000,Finance,Regional Banks,2230,1839
National Oilwell Varco,US,1,4384136,29.37,1.00908,18.01,7221067871,0.983321,385947000,Industrial Services,Oilfield Services/Equipment,35479,1841
A. H. Belo,US,1,46767.8,4.08,12.9032,2.45,53738886,0.661418,21495512,Consumer Services,Publishing: Newspapers,982,1842
Stanley Black & Decker,US,1,2213215.1,173.67,1.93793,126.37,20693258800,2.86295,153506409,Consumer Durables,Tools And Hardware,59438,1843
Brunswick,US,1,796696.1,66.32,1.77679,41.02,4227822266,3.30472,79470300,Consumer Durables,Recreational Products,12828,1845
Church & Dwight,US,1,2185619.3,80.99,1.28068,64.96,17078283203,6.89571,245660000,Consumer Non-Durables,Household/Personal Care,4800,1846
Tribune Publishing,US,1,109410.1,13.86,9.04977,7,413183807,1.31908,36023000,Consumer Services,Publishing: Newspapers,4448,1847
Philip Morris,US,1,7346005,92.74,5.50783,69.27,1.27E+11,-11.222,1555910000,Consumer Non-Durables,Tobacco,73500,1847
Cleveland-Cliffs,US,1,16939339.6,11.61,4.05405,5.38,1577072266,4.46745,271441000,Non-Energy Minerals,Steel,2372,1847
Fidelity National Financial,US,1,3223809.8,49.28,3.2345,33.94,10682954102,2.08951,275618000,Finance,Specialty Insurance,25063,1847
Pfizer,US,1,42564156.6,44.5613,4.3578,32.53,1.90E+11,3.007,5534000000,Health Technology,Pharmaceuticals Major,88300,1849
Matthews International,US,1,173247.4,40.49,2.79163,28.53,924932434,1.31788,31290000,Producer Manufacturing,Metal Fabrication,11000,1850
American Express,US,1,6786897,138.13,1.51049,106.68,88827945313,3.99786,808041000,Finance,Financial Conglomerates,59000,1850
Western Union,US,1,10454499.9,28.445,3.83142,17.52,9249810547,-243.9153,413122000,Finance,Finance/Rental/Leasing,11500,1851
Corning,US,1,8946254.7,35.34,3.56709,22.8,18220164063,1.77228,763628000,Electronic Technology,Electronic Components,49500,1851
Wells Fargo,US,1,35956080.9,54.75,4.82726,39.455,1.67E+11,1.0551,4099890000,Finance,Major Banks,259800,1852
Avangrid,US,1,1083137.4,57.24,3.38462,47.24,15354458008,1.0545,309005000,Utilities,Electric Utilities,6449,1852
Hanover Insurance,US,1,311077.7,144.71,2.08902,113.085,4557388672,1.63887,38446000,Finance,Property/Casualty Insurance,4300,1852
Levi Strauss,US,1,1303130.1,24.5,2.57415,16,6793689087,4.50032,394115994,Consumer Non-Durables,Apparel/Footwear,15800,1853
Travelers,US,1,2356064.5,155.09,2.56892,117.38,30555263672,1.25746,255031000,Finance,Multi-Line Insurance,30800,1853
Westfield Financial,US,1,75414.4,10.15,2.21976,8.23,234772736,1.0313,26558000,Finance,Savings Banks,320,1853
W.R. Grace,US,1,708832,79.71,2.05304,52.8675,3774588135,9.85776,66736000,Process Industries,Chemicals: Specialty,4000,1854
Crane,US,1,492638.7,91.23,2.40358,65.95,4019242432,2.86503,59149700,Producer Manufacturing,Miscellaneous Manufacturing,13000,1855
M&T Bank,US,1,1182210.3,175.72,2.98285,135.46,18313769037,1.33156,130458534,Finance,Regional Banks,17773,1856
Mueller water,US,1,1163726.2,12.71,1.84859,8.86,1730494141,3.01449,158036000,Producer Manufacturing,Industrial Machinery,3100,1857
Barnes,US,1,273868.3,68.6,1.15232,42.39,2729678467,2.32621,50832000,Producer Manufacturing,Industrial Machinery,5749,1857
Butterfield Bank,BM,1,273193.1,40.65,6.05643,26.08,1467040039,1.57961,53005200,Finance,Regional Banks,1512,1858
First Hawaiian,US,1,1076641.5,31.25,4.17335,23.2,3111775635,1.22633,129928000,Finance,Regional Banks,2100,1858
Diebold Nixdorf,US,1,1751529.6,14.66,4.01606,6.555,544274597,-1.0226,77532000,Electronic Technology,Electronic Equipment/Instruments,22000,1859
Brink's,US,1,405286.2,97.12,0.73565,71.52,3916457520,24.1017,50025000,Commercial Services,Miscellaneous Commercial Services,62400,1859
RR Donnelley,US,1,1124802.4,5.38,6.38298,1.675,134732803,-0.3381,70912000,Commercial Services,Commercial Printing/Forms,36400,1864
Citizens & Northern,US,1,13625.6,29.25,4.49813,22.5,324118600,1.34722,13716445,Finance,Regional Banks,336,1864
First Horizon National,US,1,8181271,17.42,4.27046,13.09,4151881836,0.934084,311469000,Finance,Regional Banks,5017,1864
Royal Bank of Canada,CA,1,2033492.9,82.74,4.2462,73.195,1.06E+11,1.84581,1430680000,Finance,Major Banks,85000,1864
Independent Bank Corp.,US,1,156893.4,23.93,3.94089,18.94,439972748,1.30331,22482000,Finance,Regional Banks,976,1864
Glatfelter,US,1,184029.5,19.03,3.59364,12.88,630761900,1.1365,44248476,Process Industries,Pulp And Paper,2557,1864
CenterPoint Energy,US,1,9642609.9,31.17,4.88421,22.48,11561634766,1.80212,502243000,Utilities,Electric Utilities,14262,1866
General Mills,US,1,5892829.7,56.4,3.81249,46.19,29636033203,4.03025,604817000,Consumer Non-Durables,Food: Major Diversified,40000,1866
Valvoline,US,1,2977840.2,23.9,2.32033,16.9,3676620500,-18.7137,188000000,Process Industries,Chemicals Major Diversified,7900,1866
Sherwin-Williams,US,1,748270.1,599.95,0.99569,410.35,47658816406,12.03,92228000,Process Industries,Industrial Specialties,61111,1866
BWX Technologies,US,1,969068.7,70.57,1.37011,46.05,5214406738,13.0832,95084000,Utilities,Electric Utilities,6450,1867
MetLife,US,1,9989089.8,53.28,3.94973,41.41,39124171875,0.616646,915828000,Finance,Life/Health Insurance,49000,1868
Sandy Spring Bank,US,1,171391,38.45,3.65519,29.83,1074416016,1.01333,34929000,Finance,Regional Banks,932,1868
Cullen Frost,US,1,500374.7,105.56,3.47103,76.67,4913250000,1.36112,62677000,Finance,Regional Banks,4659,1868
Scotts Miracle-Gro,US,1,467164.3,125.265,2.02003,75.91,5892620117,10.2604,55596000,Process Industries,Chemicals: Agricultural,5600,1868
Elmira Savings Bank,US,1,4449,18.87,5.98569,13.97,52244999,1.10482,3483000,Finance,Savings Banks,127,1869
Goldman Sachs,US,1,4841752.6,250.46,2.38698,180.73,69400718750,0.8937,345673000,Finance,Investment Banks/Brokers,38300,1869
Westinghouse,US,1,2147245.9,81.75,0.70206,61,13170544922,1.31637,191711000,Producer Manufacturing,Trucks/Construction/Farm Machinery,27500,1869
WesBanco,US,1,205711.3,42.4,4.06091,29.79,2076092529,0.824168,67824000,Finance,Regional Banks,2388,1870
Norwood Financial,US,1,9467.9,39.69,3.23102,28.8,191498200,1.3907,6328556,Finance,Regional Banks,210,1870
